Others,Al,Cu,Mg,Si,Fe,Mn,Ni,Zn,Pb,Sn,Ti,Cr,P,As,Sb,S,C,Ca,B,Mo,V
Graphite KD2,0.000035,0.000001,0.000021,0.000145,0.00018,0.000023,0.0000042,0.0000044,0.0000016,0.0000002,0.000046,0.0000013,,0.00000005,0.00000002,0.000044,0.99939561,0.000098,NA,0.00000022,0.0000036
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
